unidade;ano;mes;setor_centro_custo;leito_dia;leito_operacional_sem_extra
CSSFA;2025,0;11,0;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;1290,0;1290,0
CSSFA;2025,0;12,0;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;1333,0;1333,0
CSSFA;2026,0;1,0;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;1333,0;1333,0
CSSFA;2026,0;2,0;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;1204,0;1204,0
CSSFA;2026,0;3,0;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;1333,0;1333,0
CSSFE;2019,0;1,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;620,0;620,0
CSSFE;2019,0;2,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;560,0;560,0
CSSFE;2019,0;3,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;620,0;620,0
CSSFE;2019,0;4,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;600,0;600,0
CSSFE;2019,0;5,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;620,0;620,0
CSSFE;2019,0;6,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;600,0;600,0
CSSFE;2019,0;7,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;620,0;620,0
CSSFE;2019,0;8,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;620,0;620,0
CSSFE;2019,0;9,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;600,0;600,0
CSSFE;2019,0;10,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;620,0;620,0
CSSFE;2019,0;11,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;600,0;600,0
CSSFE;2019,0;12,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;620,0;620,0
CSSFE;2020,0;1,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;620,0;620,0
CSSFE;2020,0;2,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;580,0;580,0
CSSFE;2020,0;3,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;620,0;620,0
CSSFE;2020,0;4,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;600,0;600,0
CSSFE;2020,0;5,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;620,0;620,0
CSSFE;2020,0;6,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;600,0;600,0
CSSFE;2020,0;7,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;620,0;620,0
CSSFE;2020,0;8,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;620,0;620,0
CSSFE;2020,0;9,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;590,0;590,0
CSSFE;2020,0;10,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;465,0;465,0
CSSFE;2020,0;11,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;450,0;450,0
CSSFE;2020,0;12,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;465,0;465,0
CSSFE;2021,0;1,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;465,0;465,0
CSSFE;2021,0;2,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;420,0;420,0
CSSFE;2021,0;3,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;465,0;465,0
CSSFE;2021,0;4,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;450,0;450,0
CSSFE;2021,0;5,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;465,0;465,0
CSSFE;2021,0;6,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;450,0;450,0
CSSFE;2021,0;7,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;465,0;465,0
CSSFE;2021,0;8,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;465,0;465,0
CSSFE;2021,0;9,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;482,0;482,0
CSSFE;2021,0;10,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;527,0;527,0
CSSFE;2021,0;11,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;510,0;510,0
CSSFE;2021,0;12,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;527,0;527,0
CSSFE;2022,0;1,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;499,0;499,0
CSSFE;2022,0;2,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;448,0;448,0
CSSFE;2022,0;3,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;592,0;592,0
CSSFE;2022,0;4,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;600,0;600,0
CSSFE;2022,0;5,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;620,0;620,0
CSSFE;2022,0;6,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;600,0;600,0
CSSFE;2022,0;7,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;620,0;620,0
CSSFE;2022,0;8,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;620,0;620,0
CSSFE;2022,0;9,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;585,0;585,0
CSSFE;2022,0;10,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;483,0;483,0
CSSFE;2022,0;11,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;480,0;480,0
CSSFE;2022,0;12,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;454,0;454,0
CSSFE;2023,0;1,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;474,0;474,0
CSSFE;2023,0;2,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;420,0;420,0
CSSFE;2023,0;3,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;450,0;450,0
CSSFE;2023,0;4,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;479,0;479,0
CSSFE;2023,0;5,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;112,0;112,0
CSSFE;2023,0;5,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;384,0;384,0
CSSFE;2023,0;6,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;210,0;210,0
CSSFE;2023,0;6,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;270,0;270,0
CSSFE;2023,0;7,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;217,0;217,0
CSSFE;2023,0;7,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;279,0;279,0
CSSFE;2023,0;8,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;197,0;197,0
CSSFE;2023,0;8,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;259,0;259,0
CSSFE;2023,0;9,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;188,0;188,0
CSSFE;2023,0;9,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;248,0;248,0
CSSFE;2023,0;10,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;217,0;217,0
CSSFE;2023,0;10,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;279,0;279,0
CSSFE;2023,0;11,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;28,0;28,0
CSSFE;2023,0;11,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;36,0;36,0
CSSFE;2023,0;12,0;UNIDADE DE CUIDADOS PROLONGADOS;189,0;189,0
CSSFE;2023,0;12,0;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;243,0;243,0
CSSFE;2024,0;1,0;UNIDADE DE CUIDADOS PROLONGADOS;217,0;217,0
CSSFE;2024,0;1,0;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;279,0;279,0
CSSFE;2024,0;2,0;UNIDADE DE CUIDADOS PROLONGADOS;181,0;181,0
CSSFE;2024,0;2,0;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;283,0;283,0
CSSFE;2024,0;3,0;UNIDADE DE CUIDADOS PROLONGADOS;186,0;186,0
CSSFE;2024,0;3,0;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;310,0;310,0
CSSFE;2024,0;4,0;UNIDADE DE CUIDADOS PROLONGADOS;199,0;199,0
CSSFE;2024,0;4,0;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;300,0;300,0
CSSFE;2024,0;5,0;UNIDADE DE CUIDADOS PROLONGADOS;195,0;195,0
CSSFE;2024,0;5,0;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;286,0;286,0
CSSFE;2024,0;6,0;UNIDADE DE CUIDADOS PROLONGADOS;206,0;206,0
CSSFE;2024,0;6,0;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;245,0;245,0
CSSFE;2024,0;7,0;UNIDADE DE CUIDADOS PROLONGADOS;217,0;217,0
CSSFE;2024,0;7,0;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;279,0;279,0
CSSFE;2024,0;8,0;UNIDADE DE CUIDADOS PROLONGADOS;217,0;217,0
CSSFE;2024,0;8,0;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;279,0;279,0
CSSFE;2024,0;9,0;UNIDADE DE CUIDADOS PROLONGADOS;184,0;184,0
CSSFE;2024,0;9,0;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;258,0;258,0
CSSFE;2024,0;10,0;UNIDADE DE CUIDADOS PROLONGADOS;212,0;212,0
CSSFE;2024,0;10,0;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;268,0;268,0
CSSFE;2024,0;11,0;UNIDADE DE CUIDADOS PROLONGADOS;210,0;210,0
CSSFE;2024,0;11,0;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;270,0;270,0
CSSFE;2024,0;12,0;UNIDADE DE CUIDADOS PROLONGADOS;217,0;217,0
CSSFE;2024,0;12,0;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;279,0;279,0
CSSFE;2025,0;1,0;UNIDADE DE CUIDADOS PROLONGADOS;49,0;49,0
CSSFE;2025,0;1,0;UNIDADE DE INTERNAÇÃO - CLÍNICA MÉDICA;63,0;63,0
CSSI;2019,0;1,0;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;186,0;186,0
CSSI;2019,0;1,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;186,0;186,0
CSSI;2019,0;1,0;UNIDADE URGENCIA/EMERGENCIA;276,0;186,0
CSSI;2019,0;2,0;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;168,0;168,0
CSSI;2019,0;2,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;168,0;168,0
CSSI;2019,0;2,0;UNIDADE URGENCIA/EMERGENCIA;259,0;168,0
CSSI;2019,0;3,0;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;186,0;186,0
CSSI;2019,0;3,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;186,0;186,0
CSSI;2019,0;3,0;UNIDADE URGENCIA/EMERGENCIA;285,0;186,0
CSSI;2019,0;4,0;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;180,0;180,0
CSSI;2019,0;4,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;180,0;180,0
CSSI;2019,0;4,0;UNIDADE URGENCIA/EMERGENCIA;291,0;180,0
CSSI;2019,0;5,0;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;186,0;186,0
CSSI;2019,0;5,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;186,0;186,0
CSSI;2019,0;5,0;UNIDADE URGENCIA/EMERGENCIA;304,0;186,0
CSSI;2019,0;6,0;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;180,0;180,0
CSSI;2019,0;6,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;180,0;180,0
CSSI;2019,0;6,0;UNIDADE URGENCIA/EMERGENCIA;275,0;180,0
CSSI;2019,0;7,0;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;186,0;186,0
CSSI;2019,0;7,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;186,0;186,0
CSSI;2019,0;7,0;UNIDADE URGENCIA/EMERGENCIA;264,0;186,0
CSSI;2019,0;8,0;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;186,0;186,0
CSSI;2019,0;8,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;186,0;186,0
CSSI;2019,0;8,0;UNIDADE URGENCIA/EMERGENCIA;286,0;186,0
CSSI;2019,0;9,0;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;180,0;180,0
CSSI;2019,0;9,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;180,0;180,0
CSSI;2019,0;9,0;UNIDADE URGENCIA/EMERGENCIA;255,0;180,0
CSSI;2019,0;10,0;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;186,0;186,0
CSSI;2019,0;10,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;186,0;186,0
CSSI;2019,0;10,0;UNIDADE URGENCIA/EMERGENCIA;268,0;186,0
CSSI;2019,0;11,0;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;180,0;180,0
CSSI;2019,0;11,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;180,0;180,0
CSSI;2019,0;11,0;UNIDADE URGENCIA/EMERGENCIA;254,0;180,0
CSSI;2019,0;12,0;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;186,0;186,0
CSSI;2019,0;12,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;186,0;186,0
CSSI;2019,0;12,0;UNIDADE URGENCIA/EMERGENCIA;295,0;186,0
CSSI;2020,0;1,0;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;186,0;186,0
CSSI;2020,0;1,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;186,0;186,0
CSSI;2020,0;1,0;UNIDADE URGENCIA/EMERGENCIA;275,0;186,0
CSSI;2020,0;2,0;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;174,0;174,0
CSSI;2020,0;2,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;174,0;174,0
CSSI;2020,0;2,0;UNIDADE URGENCIA/EMERGENCIA;270,0;174,0
CSSI;2020,0;3,0;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;186,0;186,0
CSSI;2020,0;3,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;186,0;186,0
CSSI;2020,0;3,0;UNIDADE URGENCIA/EMERGENCIA;280,0;186,0
CSSI;2020,0;4,0;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;180,0;180,0
CSSI;2020,0;4,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;180,0;180,0
CSSI;2020,0;4,0;UNIDADE URGENCIA/EMERGENCIA;289,0;194,0
CSSI;2020,0;5,0;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;186,0;186,0
CSSI;2020,0;5,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;186,0;186,0
CSSI;2020,0;5,0;UNIDADE URGENCIA/EMERGENCIA;343,0;286,0
CSSI;2020,0;6,0;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;180,0;180,0
CSSI;2020,0;6,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;180,0;180,0
CSSI;2020,0;6,0;UNIDADE URGENCIA/EMERGENCIA;388,0;387,0
CSSI;2020,0;7,0;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;186,0;186,0
CSSI;2020,0;7,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;186,0;186,0
CSSI;2020,0;7,0;UNIDADE URGENCIA/EMERGENCIA;403,0;403,0
CSSI;2020,0;8,0;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;186,0;186,0
CSSI;2020,0;8,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;186,0;186,0
CSSI;2020,0;8,0;UNIDADE URGENCIA/EMERGENCIA;403,0;403,0
CSSI;2020,0;9,0;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;180,0;180,0
CSSI;2020,0;9,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;180,0;180,0
CSSI;2020,0;9,0;UNIDADE URGENCIA/EMERGENCIA;390,0;390,0
CSSI;2020,0;10,0;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;186,0;186,0
CSSI;2020,0;10,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;186,0;186,0
CSSI;2020,0;10,0;UNIDADE URGENCIA/EMERGENCIA;403,0;403,0
CSSI;2020,0;11,0;PRONTO ATENDIMENTO;273,0;273,0
CSSI;2020,0;11,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;126,0;126,0
CSSI;2020,0;11,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;126,0;126,0
CSSI;2020,0;11,0;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;144,0;144,0
CSSI;2020,0;11,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;144,0;144,0
CSSI;2020,0;11,0;UNIDADE URGENCIA/EMERGENCIA;312,0;312,0
CSSI;2020,0;12,0;PRONTO ATENDIMENTO;403,0;403,0
CSSI;2020,0;12,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;186,0;186,0
CSSI;2020,0;12,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;186,0;186,0
CSSI;2021,0;1,0;PRONTO ATENDIMENTO;403,0;403,0
CSSI;2021,0;1,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;186,0;186,0
CSSI;2021,0;1,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;186,0;186,0
CSSI;2021,0;2,0;PRONTO ATENDIMENTO;364,0;364,0
CSSI;2021,0;2,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;62,0;62,0
CSSI;2021,0;2,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;168,0;168,0
CSSI;2021,0;3,0;PRONTO ATENDIMENTO;143,0;143,0
CSSI;2021,0;3,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;118,0;118,0
CSSI;2021,0;3,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;186,0;186,0
CSSI;2021,0;3,0;UNIDADE URGENCIA/EMERGENCIA;260,0;260,0
CSSI;2021,0;4,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;180,0;180,0
CSSI;2021,0;4,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;180,0;180,0
CSSI;2021,0;4,0;UNIDADE URGENCIA/EMERGENCIA;390,0;390,0
CSSI;2021,0;5,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;290,0;290,0
CSSI;2021,0;5,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;186,0;186,0
CSSI;2021,0;5,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;186,0;186,0
CSSI;2021,0;5,0;UNIDADE URGENCIA/EMERGENCIA;403,0;403,0
CSSI;2021,0;6,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;300,0;300,0
CSSI;2021,0;6,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;180,0;180,0
CSSI;2021,0;6,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;180,0;180,0
CSSI;2021,0;6,0;UNIDADE URGENCIA/EMERGENCIA;390,0;390,0
CSSI;2021,0;7,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;310,0;310,0
CSSI;2021,0;7,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;186,0;186,0
CSSI;2021,0;7,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;186,0;186,0
CSSI;2021,0;7,0;UNIDADE URGENCIA/EMERGENCIA;403,0;403,0
CSSI;2021,0;8,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;310,0;310,0
CSSI;2021,0;8,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;186,0;186,0
CSSI;2021,0;8,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;186,0;186,0
CSSI;2021,0;8,0;UNIDADE URGENCIA/EMERGENCIA;403,0;403,0
CSSI;2021,0;9,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;300,0;300,0
CSSI;2021,0;9,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;180,0;180,0
CSSI;2021,0;9,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;180,0;180,0
CSSI;2021,0;9,0;UNIDADE URGENCIA/EMERGENCIA;390,0;390,0
CSSI;2021,0;10,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;362,0;362,0
CSSI;2021,0;10,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;186,0;186,0
CSSI;2021,0;10,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;186,0;186,0
CSSI;2021,0;10,0;UNIDADE URGENCIA/EMERGENCIA;403,0;403,0
CSSI;2021,0;11,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;360,0;360,0
CSSI;2021,0;11,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;180,0;180,0
CSSI;2021,0;11,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;180,0;180,0
CSSI;2021,0;11,0;UNIDADE URGENCIA/EMERGENCIA;390,0;390,0
CSSI;2021,0;12,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;372,0;372,0
CSSI;2021,0;12,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;186,0;186,0
CSSI;2021,0;12,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;186,0;186,0
CSSI;2021,0;12,0;UNIDADE URGENCIA/EMERGENCIA;403,0;403,0
CSSI;2022,0;1,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;372,0;372,0
CSSI;2022,0;1,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;186,0;186,0
CSSI;2022,0;1,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;186,0;186,0
CSSI;2022,0;1,0;UNIDADE URGENCIA/EMERGENCIA;353,0;353,0
CSSI;2022,0;2,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;336,0;336,0
CSSI;2022,0;2,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;168,0;168,0
CSSI;2022,0;2,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;168,0;168,0
CSSI;2022,0;2,0;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;36,0;36,0
CSSI;2022,0;2,0;UNIDADE URGENCIA/EMERGENCIA;364,0;364,0
CSSI;2022,0;3,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;456,0;456,0
CSSI;2022,0;3,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;186,0;186,0
CSSI;2022,0;3,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;186,0;186,0
CSSI;2022,0;3,0;UNIDADE URGENCIA/EMERGENCIA;403,0;403,0
CSSI;2022,0;4,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;450,0;450,0
CSSI;2022,0;4,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;180,0;180,0
CSSI;2022,0;4,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;180,0;180,0
CSSI;2022,0;4,0;UNIDADE URGENCIA/EMERGENCIA;390,0;390,0
CSSI;2022,0;5,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;465,0;465,0
CSSI;2022,0;5,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;186,0;186,0
CSSI;2022,0;5,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;186,0;186,0
CSSI;2022,0;5,0;UNIDADE URGENCIA/EMERGENCIA;403,0;403,0
CSSI;2022,0;6,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;450,0;450,0
CSSI;2022,0;6,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;180,0;180,0
CSSI;2022,0;6,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;180,0;180,0
CSSI;2022,0;6,0;UNIDADE URGENCIA/EMERGENCIA;390,0;390,0
CSSI;2022,0;7,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;465,0;465,0
CSSI;2022,0;7,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;186,0;186,0
CSSI;2022,0;7,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;186,0;186,0
CSSI;2022,0;7,0;UNIDADE URGENCIA/EMERGENCIA;403,0;403,0
CSSI;2022,0;8,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;465,0;465,0
CSSI;2022,0;8,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;186,0;186,0
CSSI;2022,0;8,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;186,0;186,0
CSSI;2022,0;8,0;UNIDADE URGENCIA/EMERGENCIA;403,0;403,0
CSSI;2022,0;9,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;450,0;450,0
CSSI;2022,0;9,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;180,0;180,0
CSSI;2022,0;9,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;180,0;180,0
CSSI;2022,0;9,0;UNIDADE URGENCIA/EMERGENCIA;390,0;390,0
CSSI;2022,0;10,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;465,0;465,0
CSSI;2022,0;10,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;186,0;186,0
CSSI;2022,0;10,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;186,0;186,0
CSSI;2022,0;10,0;UNIDADE URGENCIA/EMERGENCIA;403,0;403,0
CSSI;2022,0;11,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;450,0;450,0
CSSI;2022,0;11,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;180,0;180,0
CSSI;2022,0;11,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;180,0;180,0
CSSI;2022,0;11,0;UNIDADE URGENCIA/EMERGENCIA;390,0;390,0
CSSI;2022,0;12,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;465,0;465,0
CSSI;2022,0;12,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA A;186,0;186,0
CSSI;2022,0;12,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA ALA B;186,0;186,0
