unidade;ano;mes;setor_centro_custo;leito_dia;leito_operacional_sem_extra
CHPB;2019,0;1,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;930,0;930,0
CHPB;2019,0;1,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;186,0;186,0
CHPB;2019,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;248,0;248,0
CHPB;2019,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;71,0;71,0
CHPB;2019,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;248,0;248,0
CHPB;2019,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;744,0;744,0
CHPB;2019,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;527,0;527,0
CHPB;2019,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;616,0;616,0
CHPB;2019,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;605,0;605,0
CHPB;2019,0;2,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;840,0;840,0
CHPB;2019,0;2,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;168,0;168,0
CHPB;2019,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;224,0;224,0
CHPB;2019,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;81,0;81,0
CHPB;2019,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;196,0;196,0
CHPB;2019,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;672,0;672,0
CHPB;2019,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;476,0;476,0
CHPB;2019,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;532,0;532,0
CHPB;2019,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;532,0;532,0
CHPB;2019,0;3,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;930,0;930,0
CHPB;2019,0;3,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;186,0;186,0
CHPB;2019,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;248,0;248,0
CHPB;2019,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;110,0;110,0
CHPB;2019,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;241,0;241,0
CHPB;2019,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;724,0;724,0
CHPB;2019,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;527,0;527,0
CHPB;2019,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;585,0;585,0
CHPB;2019,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;589,0;589,0
CHPB;2019,0;4,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;900,0;900,0
CHPB;2019,0;4,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;180,0;180,0
CHPB;2019,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;240,0;240,0
CHPB;2019,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;120,0;120,0
CHPB;2019,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;240,0;240,0
CHPB;2019,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;693,0;693,0
CHPB;2019,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;510,0;510,0
CHPB;2019,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;540,0;540,0
CHPB;2019,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;570,0;570,0
CHPB;2019,0;5,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;933,0;933,0
CHPB;2019,0;5,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;186,0;186,0
CHPB;2019,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;248,0;248,0
CHPB;2019,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;124,0;124,0
CHPB;2019,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;248,0;248,0
CHPB;2019,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;713,0;713,0
CHPB;2019,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;527,0;527,0
CHPB;2019,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;556,0;556,0
CHPB;2019,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;589,0;589,0
CHPB;2019,0;6,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;905,0;905,0
CHPB;2019,0;6,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;180,0;180,0
CHPB;2019,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;240,0;240,0
CHPB;2019,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;120,0;120,0
CHPB;2019,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;240,0;240,0
CHPB;2019,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;690,0;690,0
CHPB;2019,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;510,0;510,0
CHPB;2019,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;535,0;535,0
CHPB;2019,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;570,0;570,0
CHPB;2019,0;7,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;930,0;930,0
CHPB;2019,0;7,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;186,0;186,0
CHPB;2019,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;240,0;240,0
CHPB;2019,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;124,0;124,0
CHPB;2019,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;248,0;248,0
CHPB;2019,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;713,0;713,0
CHPB;2019,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;527,0;527,0
CHPB;2019,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;558,0;558,0
CHPB;2019,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;589,0;589,0
CHPB;2019,0;8,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;944,0;944,0
CHPB;2019,0;8,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;186,0;186,0
CHPB;2019,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;217,0;217,0
CHPB;2019,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;124,0;124,0
CHPB;2019,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;248,0;248,0
CHPB;2019,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;713,0;713,0
CHPB;2019,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;527,0;527,0
CHPB;2019,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;558,0;558,0
CHPB;2019,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;589,0;589,0
CHPB;2019,0;9,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;901,0;901,0
CHPB;2019,0;9,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;180,0;180,0
CHPB;2019,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;203,0;203,0
CHPB;2019,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;120,0;120,0
CHPB;2019,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;240,0;240,0
CHPB;2019,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;690,0;690,0
CHPB;2019,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;510,0;510,0
CHPB;2019,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;540,0;540,0
CHPB;2019,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;570,0;570,0
CHPB;2019,0;10,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;930,0;930,0
CHPB;2019,0;10,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;186,0;186,0
CHPB;2019,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;186,0;186,0
CHPB;2019,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;124,0;124,0
CHPB;2019,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;248,0;248,0
CHPB;2019,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;713,0;713,0
CHPB;2019,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;527,0;527,0
CHPB;2019,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;558,0;558,0
CHPB;2019,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;589,0;589,0
CHPB;2019,0;11,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;909,0;909,0
CHPB;2019,0;11,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;180,0;180,0
CHPB;2019,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;199,0;199,0
CHPB;2019,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;120,0;120,0
CHPB;2019,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;240,0;240,0
CHPB;2019,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;690,0;690,0
CHPB;2019,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;510,0;510,0
CHPB;2019,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;540,0;540,0
CHPB;2019,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;570,0;570,0
CHPB;2019,0;12,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;939,0;939,0
CHPB;2019,0;12,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;186,0;186,0
CHPB;2019,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;217,0;217,0
CHPB;2019,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;124,0;124,0
CHPB;2019,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;248,0;248,0
CHPB;2019,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;713,0;713,0
CHPB;2019,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;647,0;647,0
CHPB;2019,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;558,0;558,0
CHPB;2019,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;684,0;684,0
CHPB;2020,0;1,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;935,0;935,0
CHPB;2020,0;1,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;186,0;186,0
CHPB;2020,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;243,0;243,0
CHPB;2020,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;124,0;124,0
CHPB;2020,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;249,0;249,0
CHPB;2020,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;942,0;942,0
CHPB;2020,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;713,0;713,0
CHPB;2020,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;597,0;597,0
CHPB;2020,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;744,0;744,0
CHPB;2020,0;2,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;899,0;899,0
CHPB;2020,0;2,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;75,0;60,0
CHPB;2020,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;232,0;232,0
CHPB;2020,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;116,0;116,0
CHPB;2020,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;222,0;222,0
CHPB;2020,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;843,0;843,0
CHPB;2020,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;642,0;642,0
CHPB;2020,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;609,0;609,0
CHPB;2020,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;696,0;696,0
CHPB;2020,0;3,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;939,0;939,0
CHPB;2020,0;3,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;41,0;0,0
CHPB;2020,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;248,0;248,0
CHPB;2020,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;124,0;124,0
CHPB;2020,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;217,0;217,0
CHPB;2020,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;899,0;899,0
CHPB;2020,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;682,0;682,0
CHPB;2020,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;651,0;651,0
CHPB;2020,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;744,0;744,0
CHPB;2020,0;4,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;925,0;925,0
CHPB;2020,0;4,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;56,0;0,0
CHPB;2020,0;4,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;360,0;360,0
CHPB;2020,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;240,0;240,0
CHPB;2020,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;96,0;96,0
CHPB;2020,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;210,0;210,0
CHPB;2020,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;870,0;870,0
CHPB;2020,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;660,0;660,0
CHPB;2020,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;609,0;609,0
CHPB;2020,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;720,0;720,0
CHPB;2020,0;5,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;930,0;930,0
CHPB;2020,0;5,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;73,0;0,0
CHPB;2020,0;5,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;465,0;465,0
CHPB;2020,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;248,0;248,0
CHPB;2020,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;93,0;93,0
CHPB;2020,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;217,0;217,0
CHPB;2020,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;899,0;899,0
CHPB;2020,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;682,0;682,0
CHPB;2020,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;623,0;623,0
CHPB;2020,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;744,0;744,0
CHPB;2020,0;6,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;900,0;900,0
CHPB;2020,0;6,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;114,0;0,0
CHPB;2020,0;6,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;450,0;450,0
CHPB;2020,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;240,0;240,0
CHPB;2020,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;113,0;113,0
CHPB;2020,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;187,0;187,0
CHPB;2020,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;868,0;868,0
CHPB;2020,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;651,0;651,0
CHPB;2020,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;600,0;600,0
CHPB;2020,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;720,0;720,0
CHPB;2020,0;7,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;930,0;930,0
CHPB;2020,0;7,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;65,0;0,0
CHPB;2020,0;7,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;465,0;465,0
CHPB;2020,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;248,0;248,0
CHPB;2020,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;124,0;124,0
CHPB;2020,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;186,0;186,0
CHPB;2020,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;868,0;868,0
CHPB;2020,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;622,0;622,0
CHPB;2020,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;620,0;620,0
CHPB;2020,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;744,0;744,0
CHPB;2020,0;8,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;930,0;930,0
CHPB;2020,0;8,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;53,0;0,0
CHPB;2020,0;8,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;465,0;465,0
CHPB;2020,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;248,0;248,0
CHPB;2020,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;124,0;124,0
CHPB;2020,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;186,0;186,0
CHPB;2020,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;868,0;868,0
CHPB;2020,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;620,0;620,0
CHPB;2020,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;620,0;620,0
CHPB;2020,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;744,0;744,0
CHPB;2020,0;9,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;900,0;900,0
CHPB;2020,0;9,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;134,0;0,0
CHPB;2020,0;9,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;450,0;450,0
CHPB;2020,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;240,0;240,0
CHPB;2020,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;120,0;120,0
CHPB;2020,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;180,0;180,0
CHPB;2020,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;810,0;810,0
CHPB;2020,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;600,0;600,0
CHPB;2020,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;600,0;600,0
CHPB;2020,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;720,0;720,0
CHPB;2020,0;10,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;930,0;930,0
CHPB;2020,0;10,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;86,0;0,0
CHPB;2020,0;10,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;465,0;465,0
CHPB;2020,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;248,0;248,0
CHPB;2020,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;124,0;124,0
CHPB;2020,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;186,0;186,0
CHPB;2020,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;837,0;837,0
CHPB;2020,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;620,0;620,0
CHPB;2020,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;620,0;620,0
CHPB;2020,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;744,0;744,0
CHPB;2020,0;11,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;900,0;900,0
CHPB;2020,0;11,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;62,0;0,0
CHPB;2020,0;11,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;450,0;450,0
CHPB;2020,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;240,0;240,0
CHPB;2020,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;120,0;120,0
CHPB;2020,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;180,0;180,0
CHPB;2020,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;805,0;805,0
CHPB;2020,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;600,0;600,0
CHPB;2020,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;600,0;600,0
CHPB;2020,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;720,0;720,0
CHPB;2020,0;12,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;930,0;930,0
CHPB;2020,0;12,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;70,0;0,0
CHPB;2020,0;12,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;465,0;465,0
CHPB;2020,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;248,0;248,0
CHPB;2020,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;124,0;124,0
CHPB;2020,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;186,0;186,0
CHPB;2020,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;806,0;806,0
CHPB;2020,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;620,0;620,0
CHPB;2020,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;620,0;620,0
CHPB;2020,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;744,0;744,0
CHPB;2021,0;1,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;930,0;930,0
CHPB;2021,0;1,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;236,0;0,0
CHPB;2021,0;1,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;465,0;465,0
CHPB;2021,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;248,0;248,0
CHPB;2021,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;124,0;124,0
CHPB;2021,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;186,0;186,0
CHPB;2021,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;806,0;806,0
CHPB;2021,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;620,0;620,0
